movieCd,movieNm,movieNmEn,movieNmOg,watchGradeNm,openDt,showTm,genreNm,peopleNm,companyNm
20177537,상류사회,High Society,,청소년관람불가,20180829,119,,변혁,(주)하이브미디어코프
20189362,업그레이드,UPGRADE,,15세이상관람가,20180906,100,,리 워넬,유니버설픽쳐스인터내셔널 코리아(유)
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,,12세이상관람가,20180801,141,,김용화,리얼라이즈픽쳐스(주)
20181942,맘마미아!2,MAMMA MIA! HERE WE GO AGAIN,,12세이상관람가,20180808,113,,올 파커,유니버설픽쳐스인터내셔널 코리아(유)
20179101,공작,The Spy Gone North,,12세이상관람가,20180808,137,,윤종빈,(주)영화사 월광
20170670,목격자,The Witness,,15세이상관람가,20180815,111,,조규장,(주)에이디사공육
20189261,어드리프트:우리가 함께한 바다,ADRIFT,,12세이상관람가,20180906,96,,발타자르 코루마쿠르,(주)이수C&E
20187647,나를 차버린 스파이,The Spy Who Dumped Me,,15세이상관람가,20180822,117,,수잔나 포겔,(주)누리픽쳐스
20153446,너의 결혼식,On Your Wedding Day,,12세이상관람가,20180822,110,,이석근,(주)필름케이
20185046,서치,Searching,,12세이상관람가,20180829,102,,아니쉬 차간티,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20177537,상류사회,High Society,,청소년관람불가,20180829,119,,변혁,(주)하이브미디어코프
20170670,목격자,The Witness,,15세이상관람가,20180815,111,,조규장,(주)에이디사공육
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,,12세이상관람가,20180801,141,,김용화,리얼라이즈픽쳐스(주)
20179101,공작,The Spy Gone North,,12세이상관람가,20180808,137,,윤종빈,(주)영화사 월광
20181942,맘마미아!2,MAMMA MIA! HERE WE GO AGAIN,,12세이상관람가,20180808,113,,올 파커,유니버설픽쳐스인터내셔널 코리아(유)
20187647,나를 차버린 스파이,The Spy Who Dumped Me,,15세이상관람가,20180822,117,,수잔나 포겔,(주)누리픽쳐스
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,,15세이상관람가,20180725,147,,크리스토퍼 맥쿼리,파라마운트 픽쳐스
20139221,그래비티,Gravity,,12세이상관람가,20131017,90,,알폰소 쿠아론,주식회사 해리슨앤컴퍼니
20153446,너의 결혼식,On Your Wedding Day,,12세이상관람가,20180822,110,,이석근,(주)필름케이
20170670,목격자,The Witness,,15세이상관람가,20180815,111,,조규장,(주)에이디사공육
20179101,공작,The Spy Gone North,,12세이상관람가,20180808,137,,윤종빈,(주)영화사 월광
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,,12세이상관람가,20180801,141,,김용화,리얼라이즈픽쳐스(주)
20181942,맘마미아!2,MAMMA MIA! HERE WE GO AGAIN,,12세이상관람가,20180808,113,,올 파커,유니버설픽쳐스인터내셔널 코리아(유)
20187647,나를 차버린 스파이,The Spy Who Dumped Me,,15세이상관람가,20180822,117,,수잔나 포겔,(주)누리픽쳐스
20184802,몬스터 호텔 3,Hotel Transylvania 3: A Monster Vacation,,전체관람가,20180808,97,,젠디 타타코브스키,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20183584,메가로돈,The Meg,,12세이상관람가,20180815,113,,존 터틀타웁,워너브러더스 코리아(주)
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,,15세이상관람가,20180725,147,,크리스토퍼 맥쿼리,파라마운트 픽쳐스
20187657,마일22,Mile22,Mile22,15세이상관람가,20180823,94,,피터 버그,(주)팝엔터테인먼트
20179101,공작,The Spy Gone North,,12세이상관람가,20180808,137,,윤종빈,(주)영화사 월광
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,,12세이상관람가,20180801,141,,김용화,리얼라이즈픽쳐스(주)
20170670,목격자,The Witness,,15세이상관람가,20180815,111,,조규장,(주)에이디사공육
20181942,맘마미아!2,MAMMA MIA! HERE WE GO AGAIN,,12세이상관람가,20180808,113,,올 파커,유니버설픽쳐스인터내셔널 코리아(유)
20183584,메가로돈,The Meg,,12세이상관람가,20180815,113,,존 터틀타웁,워너브러더스 코리아(주)
20184802,몬스터 호텔 3,Hotel Transylvania 3: A Monster Vacation,,전체관람가,20180808,97,,젠디 타타코브스키,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,,15세이상관람가,20180725,147,,크리스토퍼 맥쿼리,파라마운트 픽쳐스
20187641,극장판 도라에몽: 진구의 보물섬,Doraemon the Movie: Nobita's Treasure Island,,전체관람가,20180815,107,,이마이 카즈아키,(주)이수C&E
20187427,명탐정 코난 : 제로의 집행인,Detective Conan: Zero the Enforcer,名探偵コナン ゼロの執行人,12세이상관람가,20180808,110,,타치카와 유즈루,씨제이이앤엠(주)
20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,,전체관람가,20180801,84,,최신규,(주)초이락컨텐츠팩토리
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,,12세이상관람가,20180801,141,,김용화,리얼라이즈픽쳐스(주)
20179101,공작,The Spy Gone North,,12세이상관람가,20180808,137,,윤종빈,(주)영화사 월광
20181942,맘마미아!2,MAMMA MIA! HERE WE GO AGAIN,,12세이상관람가,20180808,113,,올 파커,유니버설픽쳐스인터내셔널 코리아(유)
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,,15세이상관람가,20180725,147,,크리스토퍼 맥쿼리,파라마운트 픽쳐스
20184802,몬스터 호텔 3,Hotel Transylvania 3: A Monster Vacation,,전체관람가,20180808,97,,젠디 타타코브스키,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20187427,명탐정 코난 : 제로의 집행인,Detective Conan: Zero the Enforcer,名探偵コナン ゼロの執行人,12세이상관람가,20180808,110,,타치카와 유즈루,씨제이이앤엠(주)
20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,,전체관람가,20180801,84,,최신규,(주)초이락컨텐츠팩토리
20183361,인크레더블 2,INCREDIBLES 2,,전체관람가,20180718,125,,브래드 버드,월트디즈니컴퍼니코리아 유한책임회사
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,,전체관람가,20180725,67,,김병갑,씨제이이앤엠(주)
20186121,어느 가족,SHOPLIFTERS,万引き家族,15세이상관람가,20180726,120,,고레에다 히로카즈,(주)티캐스트
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,,12세이상관람가,20180801,141,,김용화,리얼라이즈픽쳐스(주)
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,,15세이상관람가,20180725,147,,크리스토퍼 맥쿼리,파라마운트 픽쳐스
20183361,인크레더블 2,INCREDIBLES 2,,전체관람가,20180718,125,,브래드 버드,월트디즈니컴퍼니코리아 유한책임회사
20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,,전체관람가,20180801,84,,최신규,(주)초이락컨텐츠팩토리
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,,전체관람가,20180725,67,,김병갑,씨제이이앤엠(주)
20170942,인랑,ILLANG : THE WOLF BRIGADE,人狼,15세이상관람가,20180725,138,,김지운,(주)루이스 픽쳐스
20181942,맘마미아!2,MAMMA MIA! HERE WE GO AGAIN,,12세이상관람가,20180808,113,,올 파커,유니버설픽쳐스인터내셔널 코리아(유)
20186121,어느 가족,SHOPLIFTERS,万引き家族,15세이상관람가,20180726,120,,고레에다 히로카즈,(주)티캐스트
20180522,앤트맨과 와스프,Ant-Man and the Wasp,,12세이상관람가,20180704,118,,페이튼 리드,월트디즈니컴퍼니코리아 유한책임회사
20185341,마녀,The Witch : Part 1. The Subversion,,15세이상관람가,20180627,125,,박훈정,(주)영화사 금월
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,,15세이상관람가,20180725,147,,크리스토퍼 맥쿼리,파라마운트 픽쳐스
20183361,인크레더블 2,INCREDIBLES 2,,전체관람가,20180718,125,,브래드 버드,월트디즈니컴퍼니코리아 유한책임회사
20170942,인랑,ILLANG : THE WOLF BRIGADE,人狼,15세이상관람가,20180725,138,,김지운,(주)루이스 픽쳐스
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,,전체관람가,20180725,67,,김병갑,씨제이이앤엠(주)
20180522,앤트맨과 와스프,Ant-Man and the Wasp,,12세이상관람가,20180704,118,,페이튼 리드,월트디즈니컴퍼니코리아 유한책임회사
20185341,마녀,The Witch : Part 1. The Subversion,,15세이상관람가,20180627,125,,박훈정,(주)영화사 금월
20181443,스카이스크래퍼,skyscraper,,12세이상관람가,20180711,102,,로슨 마샬 터버,유니버설픽쳐스인터내셔널 코리아(유)
20186121,어느 가족,SHOPLIFTERS,万引き家族,15세이상관람가,20180726,120,,고레에다 히로카즈,(주)티캐스트
20188042,독전: 익스텐디드 컷,,,15세이상관람가,20180718,131,,이해영,(주)용필름
20186001,신은 죽지 않았다 3: 어둠 속의 빛,God's Not Dead: A Light in Darkness,,12세이상관람가,20180719,104,,마이클 메이슨,(주)영화사 그램
